customerid,customer_name,country,state,gender,dob,age,age_group,subscription_start_date,subscription_type,renewal_date,plan_type,contract_type,cancellation_date,cancellation_reason,monthly_charges,cltv,churn_score,churn_flag,tenure_days,tenure_years,tenure_group,annual_charges,cancellation_year,cancellation_month,churn_risk_group,complaint_count,escalation_count,avg_csat_score,last_complaint_date
1759-DGZUT,om,India,Telangana,Male,1995-12-02,31,26-35,2020-07-03,Organic,2021-07-03,Standard,Annual,,,14.07,759,6,0,2271.0,6.22,5-7 years,168.84,,,Low Risk,,,,
2207-GBSOO,satish,India,Telangana,Male,1973-05-16,53,46-55,2021-11-10,Referral,2022-11-10,Basic,Monthly,,,8.94,390,45,0,1776.0,4.86,3-5 years,107.28,,,Medium Risk,,,,
5303-THVXO,maya,India,Telangana,Female,1985-02-27,41,36-45,2023-10-09,Referral,2024-10-09,Premium,Monthly,2024-05-23,Billing issue,21.71,473,90,1,227.0,0.62,0-1 years,260.52,2024.0,5.0,High Risk,1.0,1.0,34.0,2024-01-19
4314-OLUNT,lalita,India,Kerala,Male,1975-09-18,51,46-55,2023-03-05,Referral,2024-03-05,Standard,Monthly,,,16.23,503,52,0,1296.0,3.55,3-5 years,194.76,,,Medium Risk,,,,
1037-ROKNM,sudevi,India,West Bengal,Male,1983-05-21,43,36-45,2023-11-12,Referral,2024-11-12,Standard,Monthly,,,17.81,329,45,0,1044.0,2.86,1-3 years,213.71999999999997,,,Medium Risk,,,,
1809-CRBYE,mira,India,Telangana,Male,1986-10-10,40,36-45,2023-07-25,Organic,2024-07-25,Basic,Annual,2024-04-11,Not enough content,8.91,227,95,1,261.0,0.71,0-1 years,106.92,2024.0,4.0,High Risk,,,,
9355-QKMQP,mina,India,Kerala,Female,1992-03-07,34,26-35,2019-02-10,Referral,2020-02-10,Basic,Monthly,,,9.93,876,9,0,2780.0,7.61,7+ years,119.16,,,Low Risk,1.0,0.0,57.0,2024-08-08
0214-YFMXC,madan,India,Kerala,Male,1998-05-09,28,26-35,2020-12-20,Referral,2021-12-20,Standard,Annual,,,17.37,965,57,0,2101.0,5.75,5-7 years,208.44,,,Medium Risk,,,,
6814-VUBQN,arjun,India,West Bengal,Male,1974-09-08,52,46-55,2022-03-01,Paid,2023-03-01,Standard,Monthly,,,16.03,614,13,0,1665.0,4.56,3-5 years,192.36,,,Low Risk,,,,
1591-CGKFR,deepak,Nepal,Kathmandu,Female,1990-01-14,36,36-45,2022-11-14,Referral,2023-11-14,Premium,Annual,2024-05-22,Billing issue,24.38,800,91,1,555.0,1.52,1-3 years,292.56,2024.0,5.0,High Risk,,,,
1728-TORSL,raju,India,Rajasthan,Female,1989-09-02,37,36-45,2020-09-28,Referral,2021-09-28,Standard,Annual,,,13.7,892,25,0,2184.0,5.98,5-7 years,164.39999999999998,,,Low Risk,2.0,1.0,19.5,2025-04-24
5529-RNPYX,rekha,India,Kerala,Female,1999-04-13,27,26-35,2021-10-17,Paid,2022-10-17,Standard,Annual,,,15.08,667,31,0,1800.0,4.93,3-5 years,180.96,,,Medium Risk,,,,
5299-POFTY,geeta,India,Kerala,Female,1985-01-27,41,36-45,2024-08-19,Organic,2025-08-19,Basic,Monthly,2025-04-14,No longer needed,9.85,107,79,1,238.0,0.65,0-1 years,118.19999999999999,2025.0,4.0,High Risk,1.0,0.0,53.0,2024-03-07
0003-SZPNZ,ramesh,India,Maharashtra,Male,1974-12-15,52,46-55,2022-07-04,Organic,2023-07-04,Premium,Monthly,2022-11-28,Switched to competitor,24.16,810,88,1,147.0,0.4,0-1 years,289.92,2022.0,11.0,High Risk,,,,
5159-AVRHO,sudevi,India,Nagaland,Male,1985-08-26,41,36-45,2022-03-16,Referral,2023-03-16,Standard,Monthly,,,15.45,651,10,0,1650.0,4.52,3-5 years,185.39999999999998,,,Low Risk,1.0,0.0,38.0,2024-11-26
2267-GXGGH,kamala,Nepal,Kathmandu,Female,1997-12-09,29,26-35,2024-05-18,Referral,2025-05-18,Standard,Monthly,2024-06-20,Billing issue,16.42,190,96,1,33.0,0.09,0-1 years,197.04000000000002,2024.0,6.0,High Risk,1.0,0.0,24.0,2025-04-10
7905-EVROX,ramesh,India,Karnataka,Female,2001-04-05,25,18-25,2023-10-07,Organic,2024-10-07,Standard,Monthly,,,16.74,369,58,0,1080.0,2.96,1-3 years,200.88,,,Medium Risk,,,,
1285-UXIWL,rikim,India,Uttar Pradesh,Female,1994-04-14,32,26-35,2024-12-03,Paid,2025-12-03,Standard,Annual,,,13.2,96,35,0,657.0,1.8,1-3 years,158.39999999999998,,,Medium Risk,,,,
0187-QQBNI,sudevi,India,Gujarat,Male,1996-04-20,30,26-35,2021-07-10,Paid,2022-07-10,Basic,Monthly,2023-09-24,Too expensive,8.09,374,85,1,806.0,2.21,1-3 years,97.08,2023.0,9.0,High Risk,,,,
0827-RZZTO,rangadevi,India,Uttar Pradesh,Female,1977-12-31,49,46-55,2023-03-09,Paid,2024-03-09,Premium,Monthly,,,22.68,705,20,0,1292.0,3.54,3-5 years,272.15999999999997,,,Low Risk,,,,
2425-DCOBK,shiva,India,Punjab,Male,1984-06-28,42,36-45,2022-05-10,Organic,2023-05-10,Standard,Monthly,,,14.31,568,21,0,1595.0,4.37,3-5 years,171.72,,,Low Risk,,,,
2136-TMFKO,rajesh,India,Uttar Pradesh,Male,1976-12-11,50,46-55,2024-10-12,Paid,2025-10-12,Premium,Annual,2025-04-17,Poor streaming quality,21.17,203,70,1,187.0,0.51,0-1 years,254.04000000000002,2025.0,4.0,High Risk,,,,
5298-ROCKJ,nisha,India,Gujarat,Male,1991-08-23,35,26-35,2022-09-07,Organic,2023-09-07,Basic,Annual,,,7.31,226,8,0,1475.0,4.04,3-5 years,87.72,,,Low Risk,1.0,1.0,16.0,2025-10-19
4994-EJVUQ,om,India,Karnataka,Female,1973-12-16,53,46-55,2023-10-31,Referral,2024-10-31,Standard,Monthly,,,13.41,241,11,0,1056.0,2.89,1-3 years,160.92000000000002,,,Low Risk,,,,
2555-TWCBY,rishabh,India,West Bengal,Male,1980-05-26,46,46-55,2021-10-21,Organic,2022-10-21,Basic,Annual,2023-05-25,Switched to competitor,8.18,359,95,1,581.0,1.59,1-3 years,98.16,2023.0,5.0,High Risk,,,,
1823-HMITF,ashok,India,Tamil Nadu,Male,1986-09-01,40,36-45,2023-12-02,Organic,2024-12-02,Standard,Monthly,2024-07-22,Switched to competitor,15.19,313,98,1,233.0,0.64,0-1 years,182.28,2024.0,7.0,High Risk,,,,
2315-SRJXN,geeta,India,Rajasthan,Male,1977-09-28,49,46-55,2021-02-15,Organic,2022-02-15,Basic,Annual,2022-04-28,Poor streaming quality,7.39,373,91,1,437.0,1.2,1-3 years,88.67999999999999,2022.0,4.0,High Risk,1.0,1.0,29.0,2024-03-15
4444-BRAKH,alok,India,Nagaland,Male,1978-02-14,48,46-55,2021-12-24,Organic,2022-12-24,Basic,Annual,,,8.46,385,50,0,1732.0,4.74,3-5 years,101.52000000000001,,,Medium Risk,1.0,1.0,39.0,2025-02-16
6332-GJZCI,rangadevi,India,Rajasthan,Female,1987-06-17,39,36-45,2023-06-26,Paid,2024-06-26,Standard,Annual,2023-12-02,Too expensive,17.61,380,70,1,159.0,0.44,0-1 years,211.32,2023.0,12.0,High Risk,1.0,0.0,60.0,2025-10-22
9186-YAGNI,harish,India,Rajasthan,Male,1980-07-22,46,46-55,2022-11-10,Referral,2023-11-10,Standard,Monthly,,,16.83,569,40,0,1411.0,3.86,3-5 years,201.95999999999998,,,Medium Risk,1.0,1.0,5.0,2025-02-28
5822-QGZNV,geeta,India,Punjab,Male,1989-11-23,37,36-45,2019-02-02,Referral,2020-02-02,Standard,Annual,2024-11-26,Too expensive,14.44,1214,74,1,2124.0,5.82,5-7 years,173.28,2024.0,11.0,High Risk,1.0,0.0,75.0,2025-05-22
3695-DXRCJ,amit,India,Bihar,Female,1990-09-13,36,36-45,2021-10-18,Organic,2022-10-18,Basic,Annual,,,7.34,305,14,0,1799.0,4.93,3-5 years,88.08,,,Low Risk,,,,
9918-IOFDO,vikram,India,Meghalaya,Male,1995-11-20,31,26-35,2024-04-25,Paid,2025-04-25,Standard,Monthly,,,17.04,280,42,0,879.0,2.41,1-3 years,204.48,,,Medium Risk,,,,
8582-XLXUR,anita,India,Gujarat,Male,1990-01-01,36,36-45,2020-09-01,Organic,2021-09-01,Basic,Monthly,,,7.39,498,29,0,2211.0,6.05,5-7 years,88.67999999999999,,,Low Risk,2.0,1.0,61.5,2025-06-19
1939-EVDAI,yash,India,Bihar,Male,1984-11-15,42,36-45,2019-03-14,Referral,2020-03-14,Standard,Monthly,,,13.44,1001,42,0,2748.0,7.52,7+ years,161.28,,,Medium Risk,1.0,0.0,15.0,2025-01-03
4485-DEDAZ,kiran,Nepal,Kathmandu,Male,1975-05-12,51,46-55,2021-08-05,Paid,2022-08-05,Basic,Monthly,2023-03-09,Not enough content,8.27,384,73,1,581.0,1.59,1-3 years,99.24,2023.0,3.0,High Risk,1.0,0.0,33.0,2024-11-26
3783-RJRMN,naresh,India,Kerala,Female,2003-03-24,23,18-25,2022-02-23,Organic,2023-02-23,Premium,Monthly,2022-07-09,Billing issue,24.55,1119,70,1,136.0,0.37,0-1 years,294.6,2022.0,7.0,High Risk,,,,
7763-DFATA,kiran,India,Bihar,Female,1998-04-20,28,26-35,2022-08-10,Referral,2023-08-10,Basic,Monthly,,,8.41,267,25,0,1503.0,4.11,3-5 years,100.92,,,Low Risk,,,,
3323-TBYZW,satish,India,Gujarat,Female,2004-10-25,22,18-25,2022-10-01,Organic,2023-10-01,Basic,Monthly,,,7.28,247,23,0,1451.0,3.97,3-5 years,87.36,,,Low Risk,1.0,1.0,8.0,2025-08-30
6633-UPVSK,mira,India,Telangana,Male,1985-04-05,41,36-45,2023-01-16,Paid,2024-01-16,Standard,Annual,2023-05-15,Switched to competitor,14.8,461,82,1,119.0,0.33,0-1 years,177.60000000000002,2023.0,5.0,High Risk,,,,
0694-WGNZB,radha,India,Telangana,Female,1967-03-19,59,56-65,2020-06-18,Paid,2021-06-18,Standard,Monthly,,,16.0,1117,54,0,2286.0,6.26,5-7 years,192.0,,,Medium Risk,,,,
6521-WUHEH,mina,India,Telangana,Female,1985-10-18,41,36-45,2021-02-19,Referral,2022-02-19,Basic,Monthly,,,8.33,500,21,0,2040.0,5.59,5-7 years,99.96000000000001,,,Low Risk,1.0,0.0,11.0,2024-04-05
7400-CNEPX,raghvendra,India,Punjab,Female,1979-07-06,47,46-55,2024-04-26,Referral,2025-04-26,Premium,Monthly,,,22.0,280,47,0,878.0,2.4,1-3 years,264.0,,,Medium Risk,,,,
2930-LXXWC,rekha,India,Rajasthan,Female,1997-11-22,29,26-35,2021-10-31,Organic,2022-10-31,Premium,Annual,,,24.79,1088,60,0,1786.0,4.89,3-5 years,297.48,,,Medium Risk,,,,
7362-QCSSZ,anita,India,Punjab,Male,1982-01-27,44,36-45,2023-11-22,Paid,2024-11-22,Basic,Monthly,,,8.25,165,10,0,1034.0,2.83,1-3 years,99.0,,,Low Risk,2.0,0.0,46.0,2025-09-06
5491-ORDWE,mina,India,Bihar,Male,1978-11-20,48,46-55,2022-04-01,Organic,2023-04-01,Basic,Monthly,,,8.69,375,36,0,1634.0,4.47,3-5 years,104.28,,,Medium Risk,,,,
7311-HEXYA,geeta,India,Maharashtra,Female,1987-04-29,39,36-45,2024-10-04,Paid,2025-10-04,Premium,Annual,,,21.82,212,19,0,717.0,1.96,1-3 years,261.84000000000003,,,Low Risk,1.0,0.0,94.0,2025-03-16
8904-UPMFR,tarun,India,Bihar,Female,1968-07-24,58,56-65,2021-04-27,Paid,2022-04-27,Basic,Monthly,,,7.47,402,52,0,1973.0,5.4,5-7 years,89.64,,,Medium Risk,2.0,0.0,20.5,2024-07-31
0107-GOQOV,mina,India,Rajasthan,Female,1967-06-22,59,56-65,2024-10-01,Organic,2025-10-01,Standard,Annual,,,16.53,165,19,0,720.0,1.97,1-3 years,198.36,,,Low Risk,,,,
0601-DAPPI,rangadevi,India,Karnataka,Male,1983-09-15,43,36-45,2020-05-02,Organic,2021-05-02,Basic,Monthly,2021-12-21,Too expensive,7.13,386,98,1,598.0,1.64,1-3 years,85.56,2021.0,12.0,High Risk,1.0,0.0,43.0,2025-06-02
2643-RPRPU,deepak,India,Odisha,Female,1990-12-21,36,36-45,2022-01-12,Paid,2023-01-12,Premium,Monthly,2024-03-07,Not enough content,21.25,905,81,1,785.0,2.15,1-3 years,255.0,2024.0,3.0,High Risk,,,,
0587-CHJJB,pankaj,Nepal,Kathmandu,Male,1978-02-19,48,46-55,2019-12-07,Organic,2020-12-07,Premium,Annual,,,25.41,1531,20,0,2480.0,6.79,5-7 years,304.92,,,Low Risk,,,,
1999-SHNNS,madan,India,Nagaland,Male,1997-09-25,29,26-35,2022-08-22,Organic,2023-08-22,Premium,Monthly,,,24.12,767,13,0,1491.0,4.08,3-5 years,289.44,,,Low Risk,,,,
8666-ZMRYZ,vijay,India,Bihar,Male,2003-01-12,23,18-25,2021-11-14,Organic,2022-11-14,Premium,Monthly,,,23.68,1122,43,0,1772.0,4.85,3-5 years,284.15999999999997,,,Medium Risk,2.0,2.0,20.5,2025-02-06
8608-OQYPM,padma,India,Delhi,Female,2004-08-21,22,18-25,2021-11-20,Referral,2022-11-20,Premium,Monthly,2024-03-08,Too expensive,24.16,972,88,1,839.0,2.3,1-3 years,289.92,2024.0,3.0,High Risk,,,,
4759-ZAAQD,pooja,India,Bihar,Female,1967-01-16,59,56-65,2024-01-02,Paid,2025-01-02,Basic,Annual,2025-05-16,Too expensive,9.17,186,75,1,500.0,1.37,1-3 years,110.03999999999999,2025.0,5.0,High Risk,2.0,1.0,38.0,2025-01-05
9181-UFQRG,maya,India,West Bengal,Male,1987-09-24,39,36-45,2020-12-22,Organic,2021-12-22,Basic,Monthly,,,8.46,435,58,0,2099.0,5.75,5-7 years,101.52000000000001,,,Medium Risk,,,,
